Date,Aircraft,Origin,Destination,Takoff,Landing,Duration,Gate Departure,Gate Arrival,Schedule_gd,Scheduled_ga,Is Weekend,Is Holiday,Delay (min),Is Delayed,dep_Blowing Snow,arr_Blowing Snow,dep_Clear,arr_Clear,dep_Cloudy,arr_Cloudy,dep_Drizzle,arr_Drizzle,dep_Fog,arr_Fog,dep_Freezing Drizzle,arr_Freezing Drizzle,dep_Freezing Fog,arr_Freezing Fog,dep_Mainly Clear,arr_Mainly Clear,dep_Moderate Rain,arr_Moderate Rain,dep_Moderate Snow,arr_Moderate Snow,dep_Mostly Cloudy,arr_Mostly Cloudy,dep_Rain,arr_Rain,dep_Rain Showers,arr_Rain Showers,dep_Snow,arr_Snow,dep_Snow Grains,arr_Snow Grains,dep_Snow Showers,arr_Snow Showers
2024-11-23,A319,St. John's Int'l (CYYT),Toronto Pearson Int'l (CYYZ),05:30PM NST,06:48PM EST,2:48:00,05:18PM NST,06:57PM EST,05:25PM NST,07:48PM EST,1,0,-51,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2024-11-22,A319,St. John's Int'l (CYYT),Toronto Pearson Int'l (CYYZ),05:43PM NST,07:07PM EST,2:53:00,05:29PM NST,07:22PM EST,05:25PM NST,07:48PM EST,0,0,-26,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-21,A319,St. John's Int'l (CYYT),Toronto Pearson Int'l (CYYZ),05:50PM NST,07:12PM EST,2:51:00,05:26PM NST,07:18PM EST,05:25PM NST,07:48PM EST,0,0,-30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-20,A319,St. John's Int'l (CYYT),Toronto Pearson Int'l (CYYZ),05:40PM NST,07:09PM EST,2:58:00,05:23PM NST,07:17PM EST,05:25PM NST,07:48PM EST,0,0,-31,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2024-11-19,A319,St. John's Int'l (CYYT),Toronto Pearson Int'l (CYYZ),05:22PM NST,06:44PM EST,2:52:00,05:12PM NST,06:52PM EST,05:25PM NST,07:48PM EST,0,0,-56,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-17,A319,St. John's Int'l (CYYT),Toronto Pearson Int'l (CYYZ),05:49PM NST,07:27PM EST,3:08:00,05:28PM NST,07:37PM EST,05:25PM NST,07:48PM EST,1,0,-11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-16,A319,St. John's Int'l (CYYT),Toronto Pearson Int'l (CYYZ),05:45PM NST,07:09PM EST,2:53:00,05:25PM NST,07:16PM EST,05:25PM NST,07:48PM EST,1,0,-32,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-15,A319,St. John's Int'l (CYYT),Toronto Pearson Int'l (CYYZ),07:23PM NST,08:36PM EST,2:43:00,07:00PM NST,08:42PM EST,05:25PM NST,07:48PM EST,0,0,54,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-14,A321,St. John's Int'l (CYYT),Toronto Pearson Int'l (CYYZ),06:03PM NST,07:23PM EST,2:50:00,05:37PM NST,07:31PM EST,05:25PM NST,07:48PM EST,0,0,-17,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2024-11-13,A319,St. John's Int'l (CYYT),Toronto Pearson Int'l (CYYZ),05:37PM NST,07:06PM EST,2:59:00,05:25PM NST,07:14PM EST,05:25PM NST,07:48PM EST,0,0,-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2024-11-12,A319,St. John's Int'l (CYYT),Toronto Pearson Int'l (CYYZ),05:37PM NST,07:06PM EST,2:58:00,05:25PM NST,07:16PM EST,05:25PM NST,07:48PM EST,0,0,-32,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2024-11-11,A319,St. John's Int'l (CYYT),Toronto Pearson Int'l (CYYZ),06:04PM NST,07:49PM EST,3:15:00,05:31PM NST,07:58PM EST,05:25PM NST,07:48PM EST,0,0,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-10,BCS3,St. John's Int'l (CYYT),Toronto Pearson Int'l (CYYZ),07:33PM NST,09:19PM EST,3:15:00,07:20PM NST,09:29PM EST,05:25PM NST,07:48PM EST,1,0,101,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
